-3.750517751646523, -38.551016043361805
-3.7484291650165456, -38.549500374332275
-3.7460524914047393, -38.546829909851674
-3.743603790629248, -38.54459249366521
-3.742451458482879, -38.54300464991999
-3.7407229574210548, -38.54112810731199
-3.7382742417477566, -38.53852981754708
-3.737337966300654, -38.537591546243085
-3.7364016898541443, -38.53723067266462
-3.734889241176172, -38.536725449654774
-3.7325845524652723, -38.53622022664493
-3.7302798577064595, -38.535281955340935
-3.7282632448342383, -38.534776732331096
-3.7273989807587307, -38.534848907046786
-3.7269668484024754, -38.53636457607631
-3.7263906715972217, -38.53845764283138
-3.725814494414589, -38.53990113714523
-3.7254543834838403, -38.54076723373353
-3.724878205688098, -38.54091158316492
-3.724518094374207, -38.54206637861599
-3.7233657371797233, -38.541344631459076
-3.7222854009400614, -38.54120028202769
