-3.764635926327342, -38.57464442069204
-3.7641968625941473, -38.57857419270744
-3.76313705267096, -38.580485973687914
-3.76213780213384, -38.58218533455944
-3.7609417280144894, -38.58456747435257
-3.760230138835628, -38.58596337792561
-3.7587766782826133, -38.58515921608461
-3.7568123816484302, -38.58421070480453
-3.7551199188554616, -38.583452870289776
-3.7539676018847405, -38.58273112313285
-3.751410893176901, -38.58381374386823
-3.749439336379144, -38.58489636464213
-3.745622255783477, -38.58507680143135
-3.7427054188229647, -38.585329412936275
-3.7393924562192185, -38.58536550031082
-3.7376279385241467, -38.58543767502652
-3.7359714492940923, -38.58428287957544
-3.734062881738867, -38.58439114164898
-3.7333966826073413, -38.58361526345914
-3.734341964943891, -38.58342580483044
-3.7342159273578237, -38.58234318409506
-3.734116897813222, -38.58181991740629
-3.734080887066965, -38.581269585199145
-3.7347650909933376, -38.5811613231256
