-3.751359152347488, -38.52687381230337
-3.749689038472893, -38.52871917203999
-3.7469483318680337, -38.53198073808611
-3.745920564677353, -38.53348277508104
-3.744917123046423, -38.534184062218486
-3.7426124606938362, -38.53349840241942
-3.7399836977949885, -38.532704480546805
-3.7382191812897743, -38.53201882074772
-3.7366347144636034, -38.531477510380036
-3.735662426585211, -38.53346231506157
-3.735374341081017, -38.53497798409111
-3.734906201935001, -38.53559146917449
-3.7333020996647543, -38.53517974980246
-3.7319697199173905, -38.534754909584585
-3.7307584638478373, -38.534421106556245
-3.730373935578628, -38.534298830341974
-3.7299456913014186, -38.53535025623843
-3.7295602712735296, -38.53663771651979
-3.729110614360715, -38.53766768474489
-3.728746606215211, -38.53897660269761
